transaction_id,employee_id,department,date,time,merchant_name,amount_eur,payment_channel,expense_context
TX00053,EMP_0025,Sales,2026-06-01,07:53,RATP,2.48,Personal_Card_Reimbursement,Daily_Expense
TX00054,EMP_0040,Engineering,2026-06-01,07:53,RATP,3.58,Personal_Card_Reimbursement,Daily_Expense
TX00055,EMP_0196,Consulting,2026-06-01,07:53,RATP,2.85,Personal_Card_Reimbursement,Daily_Expense
TX00056,EMP_0289,Sales,2026-06-01,07:54,Wiener Linien,2.8,Personal_Card_Reimbursement,Daily_Expense
TX00057,EMP_0248,Sales,2026-06-01,07:54,MVV,2.74,Personal_Card_Reimbursement,Daily_Expense
TX00058,EMP_0037,Engineering,2026-06-01,07:55,MVV,3.41,Personal_Card_Reimbursement,Daily_Expense
TX00059,EMP_0164,Engineering,2026-06-01,07:57,MVV,3.94,Personal_Card_Reimbursement,Daily_Expense
TX00060,EMP_0346,Marketing,2026-06-01,08:00,Metro Paris,3.85,Personal_Card_Reimbursement,Daily_Expense
TX00061,EMP_0030,Consulting,2026-06-01,08:00,Uber BV,18.47,Personal_Card_Reimbursement,Daily_Expense
TX00062,EMP_0166,Consulting,2026-06-01,08:00,RATP,2.43,Personal_Card_Reimbursement,Daily_Expense
TX00063,EMP_0335,Consulting,2026-06-01,08:00,Wiener Linien,2.85,Personal_Card_Reimbursement,Daily_Expense
TX00064,EMP_0085,Engineering,2026-06-01,08:00,Free Now,13.53,Personal_Card_Reimbursement,Daily_Expense
TX00065,EMP_0185,Marketing,2026-06-01,08:01,Metro Paris,3.55,Personal_Card_Reimbursement,Daily_Expense
TX00066,EMP_0306,Engineering,2026-06-01,08:01,Uber BV,9.63,Personal_Card_Reimbursement,Daily_Expense
TX00067,EMP_0231,Consulting,2026-06-01,08:01,MVV,2.62,Personal_Card_Reimbursement,Daily_Expense
TX00068,EMP_0162,Sales,2026-06-01,08:03,RATP,2.68,Personal_Card_Reimbursement,Daily_Expense
TX00069,EMP_0286,Consulting,2026-06-01,08:03,RATP,3.27,Personal_Card_Reimbursement,Daily_Expense
TX00070,EMP_0089,Sales,2026-06-01,08:03,Free Now,16.7,Personal_Card_Reimbursement,Daily_Expense
TX00071,EMP_0342,Marketing,2026-06-01,08:04,TravelPlus Agentur,18.82,Personal_Card_Reimbursement,Daily_Expense
TX00072,EMP_0348,Engineering,2026-06-01,08:04,Uber BV,14.71,Personal_Card_Reimbursement,Daily_Expense
TX00073,EMP_0208,Consulting,2026-06-01,08:05,Free Now,8.49,Personal_Card_Reimbursement,Daily_Expense
TX00074,EMP_0292,Consulting,2026-06-01,08:05,Free Now,10.86,Personal_Card_Reimbursement,Daily_Expense
TX00075,EMP_0254,Operations,2026-06-01,08:06,K+M Mobility Services,2.04,Personal_Card_Reimbursement,Daily_Expense
TX00076,EMP_0334,Engineering,2026-06-01,08:06,RATP,3.8,Personal_Card_Reimbursement,Daily_Expense
TX00077,EMP_0100,Operations,2026-06-01,08:07,Wiener Linien,2.41,Personal_Card_Reimbursement,Daily_Expense
TX00078,EMP_0064,Engineering,2026-06-01,08:08,QuickPark Flughafen,3.6,Personal_Card_Reimbursement,Daily_Expense
TX00079,EMP_0191,Engineering,2026-06-01,08:09,RATP,3.64,Personal_Card_Reimbursement,Daily_Expense
TX00080,EMP_0294,Engineering,2026-06-01,08:09,TravelPlus Agentur,2.69,Personal_Card_Reimbursement,Daily_Expense
TX00081,EMP_0352,Sales,2026-06-01,08:10,Free Now,12.55,Personal_Card_Reimbursement,Daily_Expense
TX00082,EMP_0057,Sales,2026-06-01,08:10,Metro Paris,3.02,Personal_Card_Reimbursement,Daily_Expense
TX00083,EMP_0300,Engineering,2026-06-01,08:11,Free Now,10.46,Personal_Card_Reimbursement,Daily_Expense
TX00084,EMP_0084,Operations,2026-06-01,08:12,Gasthaus Krone,3.25,Personal_Card_Reimbursement,Daily_Expense
TX00085,EMP_0198,Marketing,2026-06-01,08:12,BVG,3.42,Personal_Card_Reimbursement,Daily_Expense
TX00086,EMP_0217,Marketing,2026-06-01,08:12,BVG,2.61,Personal_Card_Reimbursement,Daily_Expense
TX00087,EMP_0322,Engineering,2026-06-01,08:13,RATP,3.62,Personal_Card_Reimbursement,Daily_Expense
TX00088,EMP_0280,Engineering,2026-06-01,08:13,MVV,2.49,Personal_Card_Reimbursement,Daily_Expense
TX00089,EMP_0375,Consulting,2026-06-01,08:14,Metro Paris,2.63,Personal_Card_Reimbursement,Daily_Expense
TX00090,EMP_0291,Sales,2026-06-01,08:15,Free Now,7.53,Personal_Card_Reimbursement,Daily_Expense
TX00091,EMP_0192,Consulting,2026-06-01,08:16,Free Now,14.95,Personal_Card_Reimbursement,Daily_Expense
TX00092,EMP_0103,Consulting,2026-06-01,08:17,Free Now,16.45,Personal_Card_Reimbursement,Daily_Expense
TX00093,EMP_0093,Marketing,2026-06-01,08:18,MVV,3.19,Personal_Card_Reimbursement,Daily_Expense
TX00094,EMP_0060,Sales,2026-06-01,08:20,Metro Paris,3.22,Personal_Card_Reimbursement,Daily_Expense
TX00095,EMP_0199,Operations,2026-06-01,08:21,Wiener Linien,3.46,Personal_Card_Reimbursement,Daily_Expense
TX00096,EMP_0353,Consulting,2026-06-01,08:21,Uber BV,13.14,Personal_Card_Reimbursement,Daily_Expense
TX00097,EMP_0075,Engineering,2026-06-01,08:21,MVV,2.4,Personal_Card_Reimbursement,Daily_Expense
TX00098,EMP_0333,Sales,2026-06-01,08:22,Free Now,13.5,Personal_Card_Reimbursement,Daily_Expense
TX00099,EMP_0123,Sales,2026-06-01,08:22,Delta Airlines,129.68,TMC_Corporate,Business_Trip
TX00100,EMP_0043,Consulting,2026-06-01,08:22,Uber BV,14.05,Personal_Card_Reimbursement,Daily_Expense
TX00101,EMP_0370,Engineering,2026-06-01,08:23,Wiener Linien,3.48,Personal_Card_Reimbursement,Daily_Expense
TX00102,EMP_0150,Sales,2026-06-01,08:24,Metro Paris,2.22,Personal_Card_Reimbursement,Daily_Expense
TX00103,EMP_0101,Engineering,2026-06-01,08:24,Wiener Linien,2.29,Personal_Card_Reimbursement,Daily_Expense
TX00104,EMP_0065,Consulting,2026-06-01,08:24,TravelPlus Agentur,7.19,Personal_Card_Reimbursement,Daily_Expense
TX00105,EMP_0197,Consulting,2026-06-01,08:26,RATP,2.23,Personal_Card_Reimbursement,Daily_Expense
TX00106,EMP_0262,Engineering,2026-06-01,08:27,Trenitalia,78.36,TMC_Corporate,Business_Trip
TX00107,EMP_0210,Consulting,2026-06-01,08:27,Uber BV,10.77,Personal_Card_Reimbursement,Daily_Expense
TX00108,EMP_0131,Engineering,2026-06-01,08:28,MVV,3.37,Personal_Card_Reimbursement,Daily_Expense
TX00109,EMP_0277,Operations,2026-06-01,08:28,BVG,2.58,Personal_Card_Reimbursement,Daily_Expense
TX00110,EMP_0356,Operations,2026-06-01,08:29,Bolt Operations OU,12.61,Personal_Card_Reimbursement,Daily_Expense
TX00111,EMP_0230,Sales,2026-06-01,08:30,Wiener Linien,2.88,Personal_Card_Reimbursement,Daily_Expense
TX00112,EMP_0004,Engineering,2026-06-01,08:31,Uber BV,24.88,TMC_Corporate,Business_Trip
TX00113,EMP_0336,Sales,2026-06-01,08:32,MVV,3.67,Personal_Card_Reimbursement,Daily_Expense
TX00114,EMP_0296,Sales,2026-06-01,08:33,Wiener Linien,3.47,Personal_Card_Reimbursement,Daily_Expense
TX00115,EMP_0263,Consulting,2026-06-01,08:35,MVV,2.85,Personal_Card_Reimbursement,Daily_Expense
TX00116,EMP_0283,Marketing,2026-06-01,08:36,MVV,2.45,Personal_Card_Reimbursement,Daily_Expense
TX00117,EMP_0167,Marketing,2026-06-01,08:37,BVG,3.37,Personal_Card_Reimbursement,Daily_Expense
TX00118,EMP_0186,Engineering,2026-06-01,08:38,Bolt Operations OU,15.58,Personal_Card_Reimbursement,Daily_Expense
TX00119,EMP_0319,Sales,2026-06-01,08:38,Free Now,13.31,Personal_Card_Reimbursement,Daily_Expense
TX00120,EMP_0146,Marketing,2026-06-01,08:38,RATP,2.67,Personal_Card_Reimbursement,Daily_Expense
TX00121,EMP_0241,Consulting,2026-06-01,08:39,BVG,3.48,Personal_Card_Reimbursement,Daily_Expense
TX00122,EMP_0136,Marketing,2026-06-01,08:39,Metro Paris,3.26,Personal_Card_Reimbursement,Daily_Expense
TX00123,EMP_0355,Operations,2026-06-01,08:39,Free Now,11.17,Personal_Card_Reimbursement,Daily_Expense
TX00124,EMP_0123,Sales,2026-06-01,08:39,Metro Paris,2.93,Personal_Card_Reimbursement,Daily_Expense
TX00125,EMP_0282,Sales,2026-06-01,08:39,Bolt Operations OU,11.7,Personal_Card_Reimbursement,Daily_Expense
TX00126,EMP_0383,Marketing,2026-06-01,08:41,MVV,3.36,Personal_Card_Reimbursement,Daily_Expense
TX00127,EMP_0359,Sales,2026-06-01,08:41,Metro Paris,2.48,Personal_Card_Reimbursement,Daily_Expense
TX00128,EMP_0054,Consulting,2026-06-01,08:41,Metro Paris,2.67,Personal_Card_Reimbursement,Daily_Expense
TX00129,EMP_0174,Engineering,2026-06-01,08:43,Hbf Kiosk,14.47,Personal_Card_Reimbursement,Daily_Expense
TX00130,EMP_0033,Engineering,2026-06-01,08:45,BVG,2.08,Personal_Card_Reimbursement,Daily_Expense
TX00131,EMP_0046,Engineering,2026-06-01,08:45,MVV,2.42,Personal_Card_Reimbursement,Daily_Expense
TX00132,EMP_0013,Sales,2026-06-01,08:46,MVV,2.58,Personal_Card_Reimbursement,Daily_Expense
TX00133,EMP_0392,Engineering,2026-06-01,08:48,Wiener Linien,3.05,Personal_Card_Reimbursement,Daily_Expense
TX00134,EMP_0304,Sales,2026-06-01,08:51,Bolt Operations OU,11.95,Personal_Card_Reimbursement,Daily_Expense
TX00135,EMP_0160,Engineering,2026-06-01,08:53,MVV,3.06,Personal_Card_Reimbursement,Daily_Expense
TX00136,EMP_0257,Sales,2026-06-01,08:54,RATP,1.97,Personal_Card_Reimbursement,Daily_Expense
TX00137,EMP_0187,Engineering,2026-06-01,08:56,City Parkhaus 24,14.72,Personal_Card_Reimbursement,Daily_Expense
TX00138,EMP_0315,Sales,2026-06-01,08:56,BVG,2.29,Personal_Card_Reimbursement,Daily_Expense
TX00139,EMP_0281,Operations,2026-06-01,08:56,Uber BV,9.22,Personal_Card_Reimbursement,Daily_Expense
TX00140,EMP_0038,Marketing,2026-06-01,08:56,Uber BV,12.2,Personal_Card_Reimbursement,Daily_Expense
TX00141,EMP_0143,Marketing,2026-06-01,08:58,MVV,2.7,Personal_Card_Reimbursement,Daily_Expense
TX00142,EMP_0055,Consulting,2026-06-01,09:00,Free Now,10.94,Personal_Card_Reimbursement,Daily_Expense
TX00143,EMP_0226,Engineering,2026-06-01,09:01,BVG,2.52,Personal_Card_Reimbursement,Daily_Expense
TX00144,EMP_0259,Sales,2026-06-01,09:02,BVG,3.71,Personal_Card_Reimbursement,Daily_Expense
TX00145,EMP_0308,Sales,2026-06-01,09:04,Metro Paris,3.63,Personal_Card_Reimbursement,Daily_Expense
TX00146,EMP_0303,Engineering,2026-06-01,09:05,Bolt Operations OU,5.79,Personal_Card_Reimbursement,Daily_Expense
TX00147,EMP_0066,Consulting,2026-06-01,09:07,Bolt Operations OU,18.04,Personal_Card_Reimbursement,Daily_Expense
TX00148,EMP_0313,Sales,2026-06-01,09:09,Metro Paris,3.57,Personal_Card_Reimbursement,Daily_Expense
TX00149,EMP_0112,Consulting,2026-06-01,09:11,BVG,3.72,Personal_Card_Reimbursement,Daily_Expense
TX00150,EMP_0388,Consulting,2026-06-01,09:26,TravelPlus Agentur,21.54,Personal_Card_Reimbursement,Daily_Expense
TX00151,EMP_0196,Consulting,2026-06-01,09:27,Office Depot,24.67,Personal_Card_Reimbursement,Daily_Expense
TX00152,EMP_0250,Sales,2026-06-01,09:40,Uber BV,9.67,TMC_Corporate,Business_Trip
TX00153,EMP_0370,Engineering,2026-06-01,10:19,Bolt Operations OU,6.76,TMC_Corporate,Business_Trip
TX00154,EMP_0326,Consulting,2026-06-01,10:35,Free Now,22.92,TMC_Corporate,Business_Trip
TX00155,EMP_0139,Sales,2026-06-01,10:44,Delta Airlines,735.12,TMC_Corporate,Business_Trip
TX00156,EMP_0048,Engineering,2026-06-01,11:02,Vapiano,5.08,Personal_Card_Reimbursement,Daily_Expense
TX00157,EMP_0350,Sales,2026-06-01,11:04,Pret A Manger,10.07,Personal_Card_Reimbursement,Daily_Expense
TX00158,EMP_0167,Marketing,2026-06-01,11:06,Vapiano,17.78,Personal_Card_Reimbursement,Daily_Expense
TX00159,EMP_0150,Sales,2026-06-01,11:07,QuickPark Flughafen,35.13,Personal_Card_Reimbursement,Daily_Expense
TX00160,EMP_0139,Sales,2026-06-01,11:08,Restaurant Adler,9.83,Personal_Card_Reimbursement,Daily_Expense
TX00161,EMP_0198,Marketing,2026-06-01,11:10,Air France,80.0,TMC_Corporate,Business_Trip
TX00162,EMP_0085,Engineering,2026-06-01,11:14,Vapiano,9.76,Personal_Card_Reimbursement,Daily_Expense
TX00163,EMP_0187,Engineering,2026-06-01,11:14,Pret A Manger,17.02,Personal_Card_Reimbursement,Daily_Expense
TX00164,EMP_0262,Engineering,2026-06-01,11:17,REWE Markt,7.67,Personal_Card_Reimbursement,Daily_Expense
TX00165,EMP_0135,Sales,2026-06-01,11:19,Pret A Manger,35.68,Personal_Card_Reimbursement,Daily_Expense
TX00166,EMP_0223,Consulting,2026-06-01,11:21,Restaurant Adler,15.49,Personal_Card_Reimbursement,Daily_Expense
TX00167,EMP_0205,Operations,2026-06-01,11:26,REWE Markt,17.11,Personal_Card_Reimbursement,Daily_Expense
TX00168,EMP_0084,Operations,2026-06-01,11:29,Vapiano,4.4,Personal_Card_Reimbursement,Daily_Expense
TX00169,EMP_0228,Engineering,2026-06-01,11:32,Pret A Manger,12.33,Personal_Card_Reimbursement,Daily_Expense
TX00170,EMP_0070,Sales,2026-06-01,11:37,Starbucks,21.88,Personal_Card_Reimbursement,Daily_Expense
TX00171,EMP_0051,Engineering,2026-06-01,11:40,Vapiano,6.49,Personal_Card_Reimbursement,Daily_Expense
TX00172,EMP_0123,Sales,2026-06-01,11:43,Uber BV,14.82,TMC_Corporate,Business_Trip
TX00173,EMP_0397,Marketing,2026-06-01,11:43,Restaurant Adler,21.63,Personal_Card_Reimbursement,Daily_Expense
TX00174,EMP_0146,Marketing,2026-06-01,11:44,REWE Markt,24.67,Personal_Card_Reimbursement,Daily_Expense
TX00175,EMP_0164,Engineering,2026-06-01,11:44,Pret A Manger,7.55,Personal_Card_Reimbursement,Daily_Expense
TX00176,EMP_0241,Consulting,2026-06-01,11:46,Restaurant Adler,11.2,Personal_Card_Reimbursement,Daily_Expense
TX00177,EMP_0258,Consulting,2026-06-01,11:47,Vapiano,8.5,Personal_Card_Reimbursement,Daily_Expense
TX00178,EMP_0154,Consulting,2026-06-01,11:48,REWE Markt,8.38,Personal_Card_Reimbursement,Daily_Expense
TX00179,EMP_0300,Engineering,2026-06-01,11:48,Restaurant Adler,21.52,Personal_Card_Reimbursement,Daily_Expense
TX00180,EMP_0106,Sales,2026-06-01,11:52,REWE Markt,9.72,Personal_Card_Reimbursement,Daily_Expense
TX00181,EMP_0271,Sales,2026-06-01,11:53,Vapiano,16.36,Personal_Card_Reimbursement,Daily_Expense
TX00182,EMP_0045,Sales,2026-06-01,11:54,QuickPark Flughafen,4.02,Personal_Card_Reimbursement,Daily_Expense
TX00183,EMP_0082,Consulting,2026-06-01,11:56,Restaurant Adler,17.03,Personal_Card_Reimbursement,Daily_Expense
TX00184,EMP_0261,Engineering,2026-06-01,11:58,REWE Markt,16.75,Personal_Card_Reimbursement,Daily_Expense
TX00185,EMP_0299,Sales,2026-06-01,11:59,Vapiano,10.9,Personal_Card_Reimbursement,Daily_Expense
TX00186,EMP_0386,Marketing,2026-06-01,11:59,REWE Markt,14.94,Personal_Card_Reimbursement,Daily_Expense
TX00187,EMP_0199,Operations,2026-06-01,12:08,REWE Markt,30.86,Personal_Card_Reimbursement,Daily_Expense
TX00188,EMP_0151,Sales,2026-06-01,12:11,REWE Markt,9.13,Personal_Card_Reimbursement,Daily_Expense
TX00189,EMP_0333,Sales,2026-06-01,12:13,Pret A Manger,8.49,Personal_Card_Reimbursement,Daily_Expense
TX00190,EMP_0249,Consulting,2026-06-01,12:14,Vapiano,6.61,Personal_Card_Reimbursement,Daily_Expense
TX00191,EMP_0011,Engineering,2026-06-01,12:14,Restaurant Adler,10.05,Personal_Card_Reimbursement,Daily_Expense
TX00192,EMP_0117,Engineering,2026-06-01,12:19,Vapiano,4.62,Personal_Card_Reimbursement,Daily_Expense
TX00193,EMP_0211,Engineering,2026-06-01,12:21,Pret A Manger,7.9,Personal_Card_Reimbursement,Daily_Expense
TX00194,EMP_0108,Marketing,2026-06-01,12:21,Pret A Manger,18.99,Personal_Card_Reimbursement,Daily_Expense
TX00195,EMP_0093,Marketing,2026-06-01,12:21,Starbucks,5.86,Personal_Card_Reimbursement,Daily_Expense
TX00196,EMP_0334,Engineering,2026-06-01,12:25,Starbucks,11.01,Personal_Card_Reimbursement,Daily_Expense
TX00197,EMP_0076,Engineering,2026-06-01,12:27,Vapiano,18.44,Personal_Card_Reimbursement,Daily_Expense
TX00198,EMP_0231,Consulting,2026-06-01,12:27,Pret A Manger,6.27,Personal_Card_Reimbursement,Daily_Expense
TX00199,EMP_0075,Engineering,2026-06-01,12:29,Vapiano,8.99,Personal_Card_Reimbursement,Daily_Expense
TX00200,EMP_0294,Engineering,2026-06-01,12:30,Restaurant Adler,10.27,Personal_Card_Reimbursement,Daily_Expense
TX00201,EMP_0298,Engineering,2026-06-01,12:32,Vapiano,5.74,Personal_Card_Reimbursement,Daily_Expense
TX00202,EMP_0385,Consulting,2026-06-01,12:41,Starbucks,4.25,Personal_Card_Reimbursement,Daily_Expense
TX00203,EMP_0158,Sales,2026-06-01,12:41,Pret A Manger,7.07,Personal_Card_Reimbursement,Daily_Expense
TX00204,EMP_0098,Engineering,2026-06-01,12:42,Starbucks,6.33,Personal_Card_Reimbursement,Daily_Expense
TX00205,EMP_0226,Engineering,2026-06-01,12:43,Restaurant Adler,16.81,Personal_Card_Reimbursement,Daily_Expense
TX00206,EMP_0274,Sales,2026-06-01,12:46,REWE Markt,8.61,Personal_Card_Reimbursement,Daily_Expense
TX00207,EMP_0293,Sales,2026-06-01,12:50,Pret A Manger,11.94,Personal_Card_Reimbursement,Daily_Expense
TX00208,EMP_0194,Operations,2026-06-01,12:50,REWE Markt,9.13,Personal_Card_Reimbursement,Daily_Expense
TX00209,EMP_0076,Engineering,2026-06-01,12:56,Staples,29.29,Personal_Card_Reimbursement,Daily_Expense
TX00210,EMP_0032,Engineering,2026-06-01,12:59,Vapiano,10.57,Personal_Card_Reimbursement,Daily_Expense
TX00211,EMP_0305,Operations,2026-06-01,13:07,Starbucks,6.15,Personal_Card_Reimbursement,Daily_Expense
TX00212,EMP_0259,Sales,2026-06-01,13:07,Restaurant Adler,6.55,Personal_Card_Reimbursement,Daily_Expense
TX00213,EMP_0136,Marketing,2026-06-01,13:08,Starbucks,5.23,Personal_Card_Reimbursement,Daily_Expense
TX00214,EMP_0123,Sales,2026-06-01,13:10,Restaurant Adler,14.73,Personal_Card_Reimbursement,Daily_Expense
TX00215,EMP_0184,Operations,2026-06-01,13:13,Starbucks,17.44,Personal_Card_Reimbursement,Daily_Expense
TX00216,EMP_0063,Operations,2026-06-01,13:13,Starbucks,19.23,Personal_Card_Reimbursement,Daily_Expense
TX00217,EMP_0196,Consulting,2026-06-01,13:14,REWE Markt,13.78,Personal_Card_Reimbursement,Daily_Expense
TX00218,EMP_0044,Consulting,2026-06-01,13:16,Pret A Manger,11.51,Personal_Card_Reimbursement,Daily_Expense
TX00219,EMP_0126,Engineering,2026-06-01,13:17,REWE Markt,7.18,Personal_Card_Reimbursement,Daily_Expense
TX00220,EMP_0114,Engineering,2026-06-01,13:18,Pret A Manger,19.93,Personal_Card_Reimbursement,Daily_Expense
TX00221,EMP_0213,Sales,2026-06-01,13:18,Restaurant Adler,12.69,Personal_Card_Reimbursement,Daily_Expense
TX00222,EMP_0160,Engineering,2026-06-01,13:19,Vapiano,9.91,Personal_Card_Reimbursement,Daily_Expense
TX00223,EMP_0004,Engineering,2026-06-01,13:21,Pret A Manger,14.39,Personal_Card_Reimbursement,Daily_Expense
TX00224,EMP_0329,Sales,2026-06-01,13:21,REWE Markt,9.0,Personal_Card_Reimbursement,Daily_Expense
TX00225,EMP_0087,Engineering,2026-06-01,13:23,Vapiano,15.64,Personal_Card_Reimbursement,Daily_Expense
TX00226,EMP_0266,Consulting,2026-06-01,13:25,REWE Markt,5.33,Personal_Card_Reimbursement,Daily_Expense
TX00227,EMP_0377,Engineering,2026-06-01,13:25,Starbucks,14.92,Personal_Card_Reimbursement,Daily_Expense
TX00228,EMP_0140,Engineering,2026-06-01,13:26,Pret A Manger,15.26,Personal_Card_Reimbursement,Daily_Expense
TX00229,EMP_0191,Engineering,2026-06-01,13:27,Cafe Zentral GmbH,8.61,Personal_Card_Reimbursement,Daily_Expense
TX00230,EMP_0278,Marketing,2026-06-01,13:29,REWE Markt,16.99,Personal_Card_Reimbursement,Daily_Expense
TX00231,EMP_0315,Sales,2026-06-01,13:30,Starbucks,16.39,Personal_Card_Reimbursement,Daily_Expense
TX00232,EMP_0189,Engineering,2026-06-01,13:30,Starbucks,12.47,Personal_Card_Reimbursement,Daily_Expense
