transaction_id,employee_id,department,date,time,merchant_name,amount_eur,payment_channel,expense_context
TX0032,EMP_039,Engineering,2026-06-01,08:33,Wiener Linien,3.12,Personal_Card_Reimbursement,Daily_Expense
TX0033,EMP_041,Engineering,2026-06-01,08:36,Uber BV,12.84,Personal_Card_Reimbursement,Daily_Expense
TX0034,EMP_048,Engineering,2026-06-01,08:39,Bolt Operations OU,12.88,Personal_Card_Reimbursement,Daily_Expense
TX0035,EMP_064,Marketing,2026-06-01,08:39,Wiener Linien,3.58,Personal_Card_Reimbursement,Daily_Expense
TX0036,EMP_061,Marketing,2026-06-01,08:40,Uber BV,12.59,Personal_Card_Reimbursement,Daily_Expense
TX0037,EMP_084,Consulting,2026-06-01,08:40,Wiener Linien,3.01,Personal_Card_Reimbursement,Daily_Expense
TX0038,EMP_043,Engineering,2026-06-01,08:41,BVG,3.24,Personal_Card_Reimbursement,Daily_Expense
TX0039,EMP_063,Marketing,2026-06-01,08:44,MVV,3.58,Personal_Card_Reimbursement,Daily_Expense
TX0040,EMP_086,Consulting,2026-06-01,09:33,Eurostar,118.82,TMC_Corporate,Business_Trip
TX0041,EMP_040,Engineering,2026-06-01,11:06,Starbucks,31.76,Personal_Card_Reimbursement,Daily_Expense
TX0042,EMP_043,Engineering,2026-06-01,11:38,Restaurant Adler,25.98,Personal_Card_Reimbursement,Daily_Expense
TX0043,EMP_059,Marketing,2026-06-01,11:54,REWE Markt,25.79,Personal_Card_Reimbursement,Daily_Expense
TX0044,EMP_071,Consulting,2026-06-01,12:00,Staples,10.68,Personal_Card_Reimbursement,Daily_Expense
TX0045,EMP_026,Engineering,2026-06-01,12:01,Starbucks,32.66,Personal_Card_Reimbursement,Daily_Expense
TX0046,EMP_037,Engineering,2026-06-01,12:19,Starbucks,27.59,Personal_Card_Reimbursement,Daily_Expense
TX0047,EMP_054,Engineering,2026-06-01,12:33,Pret A Manger,12.01,Personal_Card_Reimbursement,Daily_Expense
TX0048,EMP_016,Sales,2026-06-01,12:47,Restaurant Adler,25.27,Personal_Card_Reimbursement,Daily_Expense
TX0049,EMP_031,Engineering,2026-06-01,12:53,Starbucks,26.84,Personal_Card_Reimbursement,Daily_Expense
TX0050,EMP_048,Engineering,2026-06-01,13:03,Vapiano,23.94,Personal_Card_Reimbursement,Daily_Expense
TX0051,EMP_072,Consulting,2026-06-01,13:19,Vapiano,8.72,Personal_Card_Reimbursement,Daily_Expense
TX0052,EMP_016,Sales,2026-06-01,13:29,Pret A Manger,35.66,Personal_Card_Reimbursement,Daily_Expense
TX0053,EMP_033,Engineering,2026-06-01,13:42,REWE Markt,24.53,Personal_Card_Reimbursement,Daily_Expense
TX0054,EMP_061,Marketing,2026-06-01,14:18,Restaurant Adler,23.90,Personal_Card_Reimbursement,Daily_Expense
TX0055,EMP_049,Engineering,2026-06-01,14:24,REWE Markt,37.14,Personal_Card_Reimbursement,Daily_Expense
TX0056,EMP_039,Engineering,2026-06-01,14:54,Restaurant Adler,37.47,Personal_Card_Reimbursement,Daily_Expense
TX0057,EMP_048,Engineering,2026-06-01,15:19,Starbucks,31.79,Personal_Card_Reimbursement,Daily_Expense
TX0058,EMP_025,Sales,2026-06-01,15:29,Pret A Manger,31.10,Personal_Card_Reimbursement,Daily_Expense
TX0059,EMP_045,Engineering,2026-06-01,15:37,Pret A Manger,8.95,Personal_Card_Reimbursement,Daily_Expense
TX0060,EMP_017,Sales,2026-06-01,16:08,Starbucks,15.84,Personal_Card_Reimbursement,Daily_Expense
TX0061,EMP_095,Operations,2026-06-01,16:21,Starbucks,31.55,Personal_Card_Reimbursement,Daily_Expense
TX0062,EMP_008,Sales,2026-06-01,16:22,REWE Markt,5.53,Personal_Card_Reimbursement,Daily_Expense
TX0063,EMP_042,Engineering,2026-06-01,16:25,REWE Markt,27.32,Personal_Card_Reimbursement,Daily_Expense
TX0064,EMP_019,Sales,2026-06-01,16:49,Restaurant Adler,21.62,Personal_Card_Reimbursement,Daily_Expense
TX0065,EMP_069,Marketing,2026-06-01,16:51,Vapiano,23.63,Personal_Card_Reimbursement,Daily_Expense
TX0066,EMP_092,Operations,2026-06-01,16:57,Starbucks,35.59,Personal_Card_Reimbursement,Daily_Expense
TX0067,EMP_025,Sales,2026-06-01,17:04,REWE Markt,12.11,Personal_Card_Reimbursement,Daily_Expense
TX0068,EMP_059,Marketing,2026-06-01,17:07,Restaurant Adler,23.98,Personal_Card_Reimbursement,Daily_Expense
TX0069,EMP_020,Sales,2026-06-01,17:19,Starbucks,11.38,Personal_Card_Reimbursement,Daily_Expense
TX0070,EMP_061,Marketing,2026-06-01,17:35,Starbucks,26.87,Personal_Card_Reimbursement,Daily_Expense
TX0071,EMP_010,Sales,2026-06-01,17:49,Vapiano,25.48,Personal_Card_Reimbursement,Daily_Expense
TX0072,EMP_029,Engineering,2026-06-01,18:07,Pret A Manger,36.44,Personal_Card_Reimbursement,Daily_Expense
TX0073,EMP_004,Sales,2026-06-01,18:07,Restaurant Adler,12.93,Personal_Card_Reimbursement,Daily_Expense
TX0074,EMP_085,Consulting,2026-06-01,18:20,Starbucks,36.97,Personal_Card_Reimbursement,Daily_Expense
TX0075,EMP_099,Operations,2026-06-01,18:21,Pret A Manger,32.38,Personal_Card_Reimbursement,Daily_Expense
TX0076,EMP_043,Engineering,2026-06-01,18:24,Restaurant Adler,35.01,Personal_Card_Reimbursement,Daily_Expense
TX0077,EMP_032,Engineering,2026-06-01,18:44,Vapiano,23.76,Personal_Card_Reimbursement,Daily_Expense
TX0078,EMP_015,Sales,2026-06-01,18:44,Starbucks,26.30,Personal_Card_Reimbursement,Daily_Expense
TX0079,EMP_016,Sales,2026-06-01,18:52,Vapiano,18.80,Personal_Card_Reimbursement,Daily_Expense
TX0080,EMP_007,Sales,2026-06-01,18:53,REWE Markt,10.90,Personal_Card_Reimbursement,Daily_Expense
TX0081,EMP_096,Operations,2026-06-01,19:00,REWE Markt,21.77,Personal_Card_Reimbursement,Daily_Expense
TX0082,EMP_074,Consulting,2026-06-01,19:12,Restaurant Adler,6.10,Personal_Card_Reimbursement,Daily_Expense
TX0083,EMP_018,Sales,2026-06-01,19:17,Restaurant Adler,8.18,Personal_Card_Reimbursement,Daily_Expense
TX0084,EMP_072,Consulting,2026-06-01,19:19,Vapiano,12.41,Personal_Card_Reimbursement,Daily_Expense
TX0085,EMP_041,Engineering,2026-06-01,19:35,REWE Markt,35.25,Personal_Card_Reimbursement,Daily_Expense
TX0086,EMP_064,Marketing,2026-06-01,19:59,Vapiano,29.03,Personal_Card_Reimbursement,Daily_Expense
TX0087,EMP_094,Operations,2026-06-01,20:49,Gasthaus Krone,12.93,Personal_Card_Reimbursement,Daily_Expense
TX0088,EMP_060,Marketing,2026-06-02,08:00,MVV,3.59,Personal_Card_Reimbursement,Daily_Expense
TX0089,EMP_067,Marketing,2026-06-02,08:00,BVG,2.50,Personal_Card_Reimbursement,Daily_Expense
TX0090,EMP_080,Consulting,2026-06-02,08:00,MVV,2.55,Personal_Card_Reimbursement,Daily_Expense
TX0091,EMP_011,Sales,2026-06-02,08:01,Metro Paris,2.02,Personal_Card_Reimbursement,Daily_Expense
TX0092,EMP_079,Consulting,2026-06-02,08:01,Wiener Linien,2.95,Personal_Card_Reimbursement,Daily_Expense
TX0093,EMP_049,Engineering,2026-06-02,08:04,Wiener Linien,2.37,Personal_Card_Reimbursement,Daily_Expense
TX0094,EMP_029,Engineering,2026-06-02,08:05,BVG,2.11,Personal_Card_Reimbursement,Daily_Expense
TX0095,EMP_037,Engineering,2026-06-02,08:07,Uber BV,10.95,Personal_Card_Reimbursement,Daily_Expense
TX0096,EMP_057,Marketing,2026-06-02,08:07,MVV,3.01,Personal_Card_Reimbursement,Daily_Expense
TX0097,EMP_044,Engineering,2026-06-02,08:11,Wiener Linien,2.70,Personal_Card_Reimbursement,Daily_Expense
TX0098,EMP_052,Engineering,2026-06-02,08:13,Uber BV,13.63,Personal_Card_Reimbursement,Daily_Expense
TX0099,EMP_068,Marketing,2026-06-02,08:13,Wiener Linien,3.46,Personal_Card_Reimbursement,Daily_Expense
TX0100,EMP_058,Marketing,2026-06-02,08:15,Wiener Linien,2.14,Personal_Card_Reimbursement,Daily_Expense
TX0101,EMP_059,Marketing,2026-06-02,08:20,Bolt Operations OU,14.63,Personal_Card_Reimbursement,Daily_Expense
TX0102,EMP_050,Engineering,2026-06-02,08:22,Metro Paris,2.90,Personal_Card_Reimbursement,Daily_Expense
TX0103,EMP_056,Marketing,2026-06-02,08:23,Bolt Operations OU,12.98,Personal_Card_Reimbursement,Daily_Expense
TX0104,EMP_028,Engineering,2026-06-02,08:25,MVV,2.08,Personal_Card_Reimbursement,Daily_Expense
TX0105,EMP_031,Engineering,2026-06-02,08:25,Free Now,12.60,Personal_Card_Reimbursement,Daily_Expense
TX0106,EMP_027,Engineering,2026-06-02,08:28,Wiener Linien,2.94,Personal_Card_Reimbursement,Daily_Expense
TX0107,EMP_064,Marketing,2026-06-02,08:30,Wiener Linien,2.21,Personal_Card_Reimbursement,Daily_Expense
TX0108,EMP_042,Engineering,2026-06-02,08:31,Uber BV,9.70,Personal_Card_Reimbursement,Daily_Expense
TX0109,EMP_096,Operations,2026-06-02,08:31,Wiener Linien,3.02,Personal_Card_Reimbursement,Daily_Expense
TX0110,EMP_035,Engineering,2026-06-02,08:34,Bolt Operations OU,10.40,Personal_Card_Reimbursement,Daily_Expense
TX0111,EMP_043,Engineering,2026-06-02,08:35,BVG,2.44,Personal_Card_Reimbursement,Daily_Expense
TX0112,EMP_026,Engineering,2026-06-02,08:36,MVV,2.17,Personal_Card_Reimbursement,Daily_Expense
TX0113,EMP_041,Engineering,2026-06-02,08:38,Uber BV,11.00,Personal_Card_Reimbursement,Daily_Expense
TX0114,EMP_032,Engineering,2026-06-02,08:38,Free Now,9.88,Personal_Card_Reimbursement,Daily_Expense
TX0115,EMP_053,Engineering,2026-06-02,08:39,Metro Paris,3.22,Personal_Card_Reimbursement,Daily_Expense
TX0116,EMP_055,Engineering,2026-06-02,08:39,Bolt Operations OU,14.23,Personal_Card_Reimbursement,Daily_Expense
TX0117,EMP_039,Engineering,2026-06-02,08:40,Wiener Linien,2.37,Personal_Card_Reimbursement,Daily_Expense
TX0118,EMP_047,Engineering,2026-06-02,08:43,Free Now,9.22,Personal_Card_Reimbursement,Daily_Expense
TX0119,EMP_084,Consulting,2026-06-02,08:43,Wiener Linien,2.25,Personal_Card_Reimbursement,Daily_Expense
TX0120,EMP_048,Engineering,2026-06-02,08:46,Bolt Operations OU,11.63,Personal_Card_Reimbursement,Daily_Expense
TX0121,EMP_057,Marketing,2026-06-02,11:06,Restaurant Adler,4.99,Personal_Card_Reimbursement,Daily_Expense
TX0122,EMP_095,Operations,2026-06-02,11:11,Pret A Manger,20.94,Personal_Card_Reimbursement,Daily_Expense
TX0123,EMP_026,Engineering,2026-06-02,11:58,Pret A Manger,5.12,Personal_Card_Reimbursement,Daily_Expense
TX0124,EMP_042,Engineering,2026-06-02,12:01,Uber BV,230.25,Personal_Card_Reimbursement,Business_Trip
TX0125,EMP_003,Sales,2026-06-02,12:24,REWE Markt,33.92,Personal_Card_Reimbursement,Daily_Expense
TX0126,EMP_074,Consulting,2026-06-02,12:25,Pret A Manger,17.57,Personal_Card_Reimbursement,Daily_Expense
TX0127,EMP_065,Marketing,2026-06-02,12:39,Pret A Manger,15.48,Personal_Card_Reimbursement,Daily_Expense
TX0128,EMP_072,Consulting,2026-06-02,12:55,Vapiano,7.58,Personal_Card_Reimbursement,Daily_Expense
TX0129,EMP_095,Operations,2026-06-02,12:59,K+M Mobility Services,43.69,Personal_Card_Reimbursement,Business_Trip
TX0130,EMP_080,Consulting,2026-06-02,13:00,Pret A Manger,27.84,Personal_Card_Reimbursement,Daily_Expense
TX0131,EMP_012,Sales,2026-06-02,13:10,REWE Markt,18.18,Personal_Card_Reimbursement,Daily_Expense
TX0132,EMP_086,Consulting,2026-06-02,13:18,Vapiano,13.08,Personal_Card_Reimbursement,Daily_Expense
TX0133,EMP_059,Marketing,2026-06-02,13:20,Vapiano,21.63,Personal_Card_Reimbursement,Daily_Expense
TX0134,EMP_072,Consulting,2026-06-02,13:32,REWE Markt,10.10,Personal_Card_Reimbursement,Daily_Expense
TX0135,EMP_050,Engineering,2026-06-02,13:45,Pret A Manger,18.50,Personal_Card_Reimbursement,Daily_Expense
TX0136,EMP_046,Engineering,2026-06-02,13:54,Pret A Manger,13.09,Personal_Card_Reimbursement,Daily_Expense
TX0137,EMP_095,Operations,2026-06-02,13:55,Pret A Manger,36.26,Personal_Card_Reimbursement,Daily_Expense
TX0138,EMP_012,Sales,2026-06-02,14:38,Restaurant Adler,26.32,Personal_Card_Reimbursement,Daily_Expense
TX0139,EMP_082,Consulting,2026-06-02,14:48,Starbucks,19.37,Personal_Card_Reimbursement,Daily_Expense
TX0140,EMP_060,Marketing,2026-06-02,15:01,REWE Markt,21.70,Personal_Card_Reimbursement,Daily_Expense
TX0141,EMP_022,Sales,2026-06-02,15:03,Restaurant Adler,29.48,Personal_Card_Reimbursement,Daily_Expense
TX0142,EMP_043,Engineering,2026-06-02,15:11,REWE Markt,36.49,Personal_Card_Reimbursement,Daily_Expense
TX0143,EMP_094,Operations,2026-06-02,15:30,Pret A Manger,21.71,Personal_Card_Reimbursement,Daily_Expense
TX0144,EMP_003,Sales,2026-06-02,15:55,Pret A Manger,14.67,Personal_Card_Reimbursement,Daily_Expense
TX0145,EMP_021,Sales,2026-06-02,16:03,REWE Markt,16.28,Personal_Card_Reimbursement,Daily_Expense
TX0146,EMP_004,Sales,2026-06-02,16:09,Restaurant Adler,17.26,Personal_Card_Reimbursement,Daily_Expense
TX0147,EMP_096,Operations,2026-06-02,16:35,Vapiano,14.18,Personal_Card_Reimbursement,Daily_Expense
TX0148,EMP_092,Operations,2026-06-02,16:35,Vapiano,4.65,Personal_Card_Reimbursement,Daily_Expense
TX0149,EMP_095,Operations,2026-06-02,17:19,Starbucks,33.13,Personal_Card_Reimbursement,Daily_Expense
TX0150,EMP_100,Operations,2026-06-02,17:26,Starbucks,15.83,Personal_Card_Reimbursement,Daily_Expense
TX0151,EMP_006,Sales,2026-06-02,17:32,Restaurant Adler,14.60,Personal_Card_Reimbursement,Daily_Expense
TX0152,EMP_052,Engineering,2026-06-02,17:46,Restaurant Adler,29.00,Personal_Card_Reimbursement,Daily_Expense
TX0153,EMP_036,Engineering,2026-06-02,17:56,Office Depot,30.61,Personal_Card_Reimbursement,Daily_Expense
TX0154,EMP_017,Sales,2026-06-02,18:14,KLM,499.43,TMC_Corporate,Business_Trip
TX0155,EMP_073,Consulting,2026-06-02,18:29,REWE Markt,8.64,Personal_Card_Reimbursement,Daily_Expense
TX0156,EMP_048,Engineering,2026-06-02,18:32,Vapiano,35.05,Personal_Card_Reimbursement,Daily_Expense
TX0157,EMP_017,Sales,2026-06-02,18:51,Starbucks,7.53,Personal_Card_Reimbursement,Daily_Expense
TX0158,EMP_083,Consulting,2026-06-02,18:52,Vapiano,7.72,Personal_Card_Reimbursement,Daily_Expense
TX0159,EMP_006,Sales,2026-06-02,19:02,Starbucks,28.94,Personal_Card_Reimbursement,Daily_Expense
TX0160,EMP_001,Sales,2026-06-02,19:08,Restaurant Adler,24.26,Personal_Card_Reimbursement,Daily_Expense
TX0161,EMP_056,Marketing,2026-06-02,19:37,Vapiano,7.67,Personal_Card_Reimbursement,Daily_Expense
TX0162,EMP_080,Consulting,2026-06-02,19:45,Vapiano,16.46,Personal_Card_Reimbursement,Daily_Expense
TX0163,EMP_092,Operations,2026-06-02,19:51,Vapiano,23.42,Personal_Card_Reimbursement,Daily_Expense
TX0164,EMP_030,Engineering,2026-06-03,08:00,MVV,3.57,Personal_Card_Reimbursement,Daily_Expense
TX0165,EMP_060,Marketing,2026-06-03,08:00,MVV,2.51,Personal_Card_Reimbursement,Daily_Expense
TX0166,EMP_057,Marketing,2026-06-03,08:00,MVV,3.21,Personal_Card_Reimbursement,Daily_Expense
TX0167,EMP_062,Marketing,2026-06-03,08:00,Bolt Operations OU,13.48,Personal_Card_Reimbursement,Daily_Expense
TX0168,EMP_079,Consulting,2026-06-03,08:00,Wiener Linien,2.22,Personal_Card_Reimbursement,Daily_Expense
TX0169,EMP_049,Engineering,2026-06-03,08:01,Wiener Linien,3.13,Personal_Card_Reimbursement,Daily_Expense
TX0170,EMP_054,Engineering,2026-06-03,08:02,MVV,2.36,Personal_Card_Reimbursement,Daily_Expense
TX0171,EMP_067,Marketing,2026-06-03,08:04,BVG,2.33,Personal_Card_Reimbursement,Daily_Expense
TX0172,EMP_007,Sales,2026-06-03,08:04,MVV,3.03,Personal_Card_Reimbursement,Daily_Expense
TX0173,EMP_051,Engineering,2026-06-03,08:07,Free Now,9.82,Personal_Card_Reimbursement,Daily_Expense
TX0174,EMP_037,Engineering,2026-06-03,08:07,Uber BV,11.72,Personal_Card_Reimbursement,Daily_Expense
TX0175,EMP_038,Engineering,2026-06-03,08:08,Uber BV,13.84,Personal_Card_Reimbursement,Daily_Expense
TX0176,EMP_044,Engineering,2026-06-03,08:09,Wiener Linien,3.04,Personal_Card_Reimbursement,Daily_Expense
TX0177,EMP_011,Sales,2026-06-03,08:09,Metro Paris,3.35,Personal_Card_Reimbursement,Daily_Expense
TX0178,EMP_080,Consulting,2026-06-03,08:09,MVV,2.26,Personal_Card_Reimbursement,Daily_Expense
TX0179,EMP_034,Engineering,2026-06-03,08:10,BVG,2.00,Personal_Card_Reimbursement,Daily_Expense
TX0180,EMP_059,Marketing,2026-06-03,08:13,Bolt Operations OU,10.16,Personal_Card_Reimbursement,Daily_Expense
TX0181,EMP_093,Operations,2026-06-03,08:13,Wiener Linien,3.30,Personal_Card_Reimbursement,Daily_Expense
TX0182,EMP_016,Sales,2026-06-03,08:14,Metro Paris,3.60,Personal_Card_Reimbursement,Daily_Expense
TX0183,EMP_046,Engineering,2026-06-03,08:26,BVG,2.68,Personal_Card_Reimbursement,Daily_Expense
TX0184,EMP_028,Engineering,2026-06-03,08:30,MVV,2.11,Personal_Card_Reimbursement,Daily_Expense
TX0185,EMP_027,Engineering,2026-06-03,08:31,Wiener Linien,2.99,Personal_Card_Reimbursement,Daily_Expense
TX0186,EMP_010,Sales,2026-06-03,08:32,MVV,3.24,Personal_Card_Reimbursement,Daily_Expense
TX0187,EMP_064,Marketing,2026-06-03,08:34,Wiener Linien,3.27,Personal_Card_Reimbursement,Daily_Expense
TX0188,EMP_026,Engineering,2026-06-03,08:35,MVV,3.02,Personal_Card_Reimbursement,Daily_Expense
TX0189,EMP_070,Marketing,2026-06-03,08:35,Metro Paris,3.52,Personal_Card_Reimbursement,Daily_Expense
TX0190,EMP_039,Engineering,2026-06-03,08:37,Wiener Linien,2.19,Personal_Card_Reimbursement,Daily_Expense
TX0191,EMP_042,Engineering,2026-06-03,08:37,Uber BV,13.30,Personal_Card_Reimbursement,Daily_Expense
TX0192,EMP_031,Engineering,2026-06-03,08:37,Free Now,14.67,Personal_Card_Reimbursement,Daily_Expense
TX0193,EMP_043,Engineering,2026-06-03,08:39,BVG,2.38,Personal_Card_Reimbursement,Daily_Expense
TX0194,EMP_055,Engineering,2026-06-03,08:39,Bolt Operations OU,11.99,Personal_Card_Reimbursement,Daily_Expense
TX0195,EMP_035,Engineering,2026-06-03,08:39,Bolt Operations OU,14.66,Personal_Card_Reimbursement,Daily_Expense
TX0196,EMP_061,Marketing,2026-06-03,08:40,Uber BV,14.26,Personal_Card_Reimbursement,Daily_Expense
TX0197,EMP_053,Engineering,2026-06-03,08:41,Metro Paris,3.04,Personal_Card_Reimbursement,Daily_Expense
TX0198,EMP_048,Engineering,2026-06-03,08:44,Bolt Operations OU,12.66,Personal_Card_Reimbursement,Daily_Expense
TX0199,EMP_032,Engineering,2026-06-03,08:47,Free Now,9.92,Personal_Card_Reimbursement,Daily_Expense
TX0200,EMP_063,Marketing,2026-06-03,08:47,MVV,2.59,Personal_Card_Reimbursement,Daily_Expense
TX0201,EMP_073,Consulting,2026-06-03,10:05,Marriott Muenchen,140.78,TMC_Corporate,Business_Trip
TX0202,EMP_064,Marketing,2026-06-03,11:03,Staples,59.49,Personal_Card_Reimbursement,Daily_Expense
TX0203,EMP_021,Sales,2026-06-03,11:05,Pret A Manger,12.73,Personal_Card_Reimbursement,Daily_Expense
TX0204,EMP_089,Consulting,2026-06-03,11:10,Restaurant Adler,4.93,Personal_Card_Reimbursement,Daily_Expense
TX0205,EMP_041,Engineering,2026-06-03,11:15,Hilton Hotel Berlin,277.45,Personal_Card_Reimbursement,Business_Trip
TX0206,EMP_046,Engineering,2026-06-03,11:21,Restaurant Adler,13.54,Personal_Card_Reimbursement,Daily_Expense
TX0207,EMP_063,Marketing,2026-06-03,11:23,Restaurant Adler,31.23,Personal_Card_Reimbursement,Daily_Expense
TX0208,EMP_088,Consulting,2026-06-03,11:32,Restaurant Adler,33.95,Personal_Card_Reimbursement,Daily_Expense
TX0209,EMP_073,Consulting,2026-06-03,11:33,REWE Markt,31.87,Personal_Card_Reimbursement,Daily_Expense
TX0210,EMP_089,Consulting,2026-06-03,11:50,City Parkhaus 24,160.17,Personal_Card_Reimbursement,Daily_Expense
TX0211,EMP_029,Engineering,2026-06-03,11:56,Starbucks,23.89,Personal_Card_Reimbursement,Daily_Expense
TX0212,EMP_033,Engineering,2026-06-03,12:06,Vapiano,9.67,Personal_Card_Reimbursement,Daily_Expense
TX0213,EMP_039,Engineering,2026-06-03,12:06,Vapiano,36.66,Personal_Card_Reimbursement,Daily_Expense
TX0214,EMP_038,Engineering,2026-06-03,12:21,Pret A Manger,8.24,Personal_Card_Reimbursement,Daily_Expense
TX0215,EMP_079,Consulting,2026-06-03,12:43,Pret A Manger,20.06,Personal_Card_Reimbursement,Daily_Expense
TX0216,EMP_063,Marketing,2026-06-03,12:45,Starbucks,4.25,Personal_Card_Reimbursement,Daily_Expense
TX0217,EMP_071,Consulting,2026-06-03,12:52,SNCF,59.60,TMC_Corporate,Business_Trip
TX0218,EMP_011,Sales,2026-06-03,13:01,Restaurant Adler,7.89,Personal_Card_Reimbursement,Daily_Expense
TX0219,EMP_098,Operations,2026-06-03,13:05,REWE Markt,12.92,Personal_Card_Reimbursement,Daily_Expense
TX0220,EMP_063,Marketing,2026-06-03,13:13,Vapiano,5.77,Personal_Card_Reimbursement,Daily_Expense
TX0221,EMP_059,Marketing,2026-06-03,13:18,Pret A Manger,17.28,Personal_Card_Reimbursement,Daily_Expense
TX0222,EMP_053,Engineering,2026-06-03,13:30,Pret A Manger,6.11,Personal_Card_Reimbursement,Daily_Expense
TX0223,EMP_062,Marketing,2026-06-03,13:30,Vapiano,17.54,Personal_Card_Reimbursement,Daily_Expense
TX0224,EMP_039,Engineering,2026-06-03,14:07,Restaurant Adler,8.59,Personal_Card_Reimbursement,Daily_Expense
TX0225,EMP_017,Sales,2026-06-03,14:15,Starbucks,24.15,Personal_Card_Reimbursement,Daily_Expense
TX0226,EMP_066,Marketing,2026-06-03,14:29,REWE Markt,34.76,Personal_Card_Reimbursement,Daily_Expense
TX0227,EMP_046,Engineering,2026-06-03,14:37,Starbucks,5.87,Personal_Card_Reimbursement,Daily_Expense
TX0228,EMP_057,Marketing,2026-06-03,14:39,Starbucks,37.30,Personal_Card_Reimbursement,Daily_Expense
TX0229,EMP_092,Operations,2026-06-03,14:41,Starbucks,35.63,Personal_Card_Reimbursement,Daily_Expense
TX0230,EMP_060,Marketing,2026-06-03,14:45,Pret A Manger,22.65,Personal_Card_Reimbursement,Daily_Expense
TX0231,EMP_015,Sales,2026-06-03,14:47,Starbucks,29.18,Personal_Card_Reimbursement,Daily_Expense
TX0232,EMP_083,Consulting,2026-06-03,15:10,Starbucks,20.31,Personal_Card_Reimbursement,Daily_Expense
TX0233,EMP_065,Marketing,2026-06-03,15:10,REWE Markt,28.65,Personal_Card_Reimbursement,Daily_Expense
TX0234,EMP_065,Marketing,2026-06-03,15:17,REWE Markt,12.57,Personal_Card_Reimbursement,Daily_Expense
